GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044	GSM1701045	GSM1701046	GSM1701047	GSM1701048	GSM1701049	GSM1701050	GSM1701051	GSM1701052	GSM1701053
RNF7	10.1193	8.62523	8.08876	8.4796	7.8532	7.29082	7.62843	7.83754	8.30729	6.651	7.29732	7.17142	7.86915	4.09752	6.98568	7.54437	7.21907	7.33268	6.55736	7.02891	8.96623	9.01208	9.63293	9.49082	9.32366	9.44216	9.2801	9.14469	9.34717
THEMIS2	6.36622	7.05663	5.16418	3.80798	3.92498	4.53439	5.30855	4.8433	6.45345	3.74965	4.42311	3.83315	3.58389	4.82161	3.87708	4.02188	3.72813	3.89478	3.41408	5.22829	6.12564	5.86352	6.93753	6.78573	4.146	4.32753	5.53606	5.74802	4.7594
FAM156A	9.075	7.81487	9.06286	8.64405	9.09321	7.82156	9.12798	9.21014	7.85997	8.25632	8.94241	8.1873	8.13934	6.66363	9.10765	8.36861	8.35331	8.97959	9.07693	8.5991	6.94489	6.76973	6.84892	6.75114	6.92518	7.17167	7.06902	7.33796	7.12646
FAM156B	9.075	7.81487	9.06286	8.64405	9.09321	7.82156	9.12798	9.21014	7.85997	8.25632	8.94241	8.1873	8.13934	6.66363	9.10765	8.36861	8.35331	8.97959	9.07693	8.5991	6.94489	6.76973	6.84892	6.75114	6.92518	7.17167	7.06902	7.33796	7.12646
SERPINB2	4.33366	2.51516	2.85146	2.54964	2.70991	2.48103	2.4205	2.80372	2.73239	2.85131	2.58623	2.3901	2.34951	4.80483	2.64571	2.20479	2.12943	2.24978	2.55152	2.86183	11.1155	11.0397	10.3406	10.3468	9.58931	9.40261	3.79188	2.72667	2.09797
FOXC1	7.86737	4.92614	8.54644	6.747	7.58476	7.53141	7.18039	4.73352	6.69182	5.13959	6.12947	6.36389	6.49892	4.74644	7.15906	8.35129	7.05183	7.05421	4.60964	6.52628	8.50947	8.48219	8.33547	8.34241	8.48694	8.3342	8.75714	9.68448	9.22375
IARS2	8.61119	9.47312	7.87505	7.92251	7.5462	7.45991	6.42158	8.48797	9.80535	7.13769	7.28484	9.25858	8.5236	5.29743	8.25965	7.97528	9.05858	8.63305	7.93198	7.18407	9.91768	9.97384	9.05209	9.10911	10.1896	10.0854	9.97513	9.72678	9.94912
COMMD9	5.98351	6.01251	4.89759	5.60368	5.2032	4.76527	6.47613	4.61695	5.58264	5.45945	4.35056	4.50371	4.61656	3.9252	4.96145	5.3791	5.17506	3.9505	4.83656	5.04865	6.8346	6.8721	6.68809	6.50565	7.02069	7.155	7.33697	7.5213	7.52316
RPP30	6.60775	6.88727	6.85191	6.88369	5.87406	6.13765	6.61971	6.74868	7.03994	7.34555	5.49818	6.70747	5.97276	6.65947	6.28392	5.9906	6.12538	6.03322	5.69666	6.25986	7.98857	7.94522	8.70851	8.61603	8.85211	8.97114	8.97968	8.76517	9.02327
CDCA4	7.55928	7.12516	7.14832	6.80796	6.36756	6.70465	6.75005	5.93426	6.36472	6.18868	4.65131	5.72936	5.96969	5.57758	4.58455	4.89371	6.12667	4.69194	5.33178	5.88244	7.6751	7.73318	7.85204	7.95955	8.3757	8.19459	8.34463	8.16829	7.97453
MCF2L	7.63519	5.40186	6.0475	6.05614	6.12997	5.01894	8.30787	5.0569	4.73101	7.27366	6.65498	5.87119	6.1414	5.29679	6.95214	6.75351	6.66145	6.77894	5.90271	6.45954	4.93779	4.82687	3.16146	4.11438	4.53369	4.21918	4.67042	4.80454	4.80268
ACAP2	6.70746	7.43125	5.76728	7.41717	6.90178	6.2378	6.41161	5.62261	8.18153	6.18686	5.59097	6.99408	6.90178	3.77341	6.50566	6.51016	7.45093	5.97776	6.22373	6.52003	8.29097	8.32944	8.29872	8.42354	8.34678	8.08807	8.23091	7.74919	7.73241
GART	8.17502	9.08783	6.8794	5.67762	7.11743	6.66384	6.58574	7.65932	7.97154	6.32928	6.23253	7.09964	6.90415	5.2263	6.08504	6.36664	6.9173	6.21845	6.60366	5.84941	7.93971	8.03069	8.35665	8.21677	9.93212	10.1554	9.61676	9.67512	9.17795
ITPR1	3.97712	4.30656	4.2389	4.05037	2.40636	5.41381	3.30241	4.7227	5.54531	3.1288	5.52344	6.45342	6.26898	2.91797	5.36138	5.96482	5.42351	5.95849	5.16007	6.64209	4.94319	4.81009	5.28867	5.13255	6.34556	6.4003	6.58927	6.99898	6.15668
PLOD1	9.08258	8.45376	7.16835	7.3286	7.63336	7.19402	7.13197	6.4082	5.3024	5.85834	6.0918	6.06284	6.54967	6.56781	5.93286	5.41716	5.86724	5.78634	5.73928	6.67849	7.91216	8.06017	8.41344	8.4219	7.66684	7.79173	8.19333	8.21292	7.25287
ENOSF1	9.5117	8.23392	10.2069	8.68894	8.26328	7.85353	9.17265	8.5513	6.64252	8.90752	10.1344	7.97762	9.02191	8.35149	10.6653	10.1839	8.85554	9.86994	9.77367	9.38914	6.97859	6.94911	7.06974	7.22055	7.42752	7.53984	7.50312	7.8953	8.21118
FAHD2A	6.84532	6.84625	5.41648	5.63902	4.96051	4.79178	4.9973	4.87823	6.33499	5.14377	4.73951	5.14332	5.44461	4.19059	4.79443	4.64963	5.01313	5.20205	5.09176	5.4787	7.12537	7.08003	7.22079	7.058	7.00824	7.28852	6.61955	6.60162	6.86531
QDPR	7.04598	7.85203	7.34556	5.60259	7.20938	5.90963	6.58558	5.78998	6.67074	6.03904	5.80954	6.75141	6.74309	4.02439	5.9817	5.93325	6.42162	5.55213	6.06802	6.29054	7.8304	7.67989	8.0081	7.60327	8.04951	8.02725	8.37186	8.30521	8.4675
TCF3	4.69473	3.57072	4.16378	3.59386	4.2186	3.08839	3.13605	4.0993	3.6493	3.89998	3.43964	2.7812	3.42435	3.81792	3.28616	2.76385	2.98587	3.23431	3.26457	3.48211	5.32739	5.11817	5.13444	5.60874	5.9662	5.63597	5.82823	5.83282	5.16637
PIR	3.77758	5.84357	2.92168	6.26958	4.26634	4.70586	3.80607	4.02027	3.80447	2.53483	3.99544	5.24771	5.24153	2.17282	5.59841	5.23097	5.47342	5.18695	3.23868	4.07115	8.07113	8.05249	6.80259	6.60316	7.07363	6.93334	5.65867	4.38318	4.53523
PCYOX1	4.03364	4.67301	3.76655	4.2808	3.35342	3.28455	2.79025	3.90576	6.37885	2.53503	3.22596	6.02843	5.4211	2.31167	3.25022	4.39449	5.26586	4.37469	3.42497	4.80189	6.74202	6.99056	6.37121	6.4992	4.94168	5.04615	4.79151	4.51037	5.27296
STK24	7.32774	8.14978	6.48108	7.05224	6.2152	5.5695	7.19909	5.53711	7.10208	6.76156	6.19955	6.86756	6.92841	5.39886	6.72775	7.00593	7.27938	6.23427	6.17522	6.04755	8.93093	8.74883	8.88494	8.89022	8.96362	8.85745	7.86938	7.91295	8.08181
MCFD2	8.36823	7.81441	7.95117	8.50285	7.17548	7.08387	6.27279	6.70819	8.56529	6.54189	6.73047	8.55703	8.29316	4.44848	7.27368	7.34916	8.14609	7.36041	7.64616	8.25038	9.84989	9.87444	10.4436	10.6185	10.0171	9.85932	9.30206	9.01621	9.12104
NLK	3.97238	3.59866	3.37605	3.59225	3.81517	3.70596	3.67262	3.59057	3.50936	4.06412	3.54885	4.00291	3.65227	4.21262	3.49399	3.59866	3.98525	3.89796	3.72454	3.75369	5.44601	5.52892	6.04569	6.06348	6.362	6.33141	5.43612	5.51723	6.16451
GLIS2	8.38414	7.08247	9.01365	9.34798	7.72626	6.43259	8.74452	8.214	8.54668	8.34064	7.5172	7.08247	7.49182	6.24907	7.12354	6.98667	6.19785	7.08247	8.15416	8.13476	5.81734	5.91449	6.46625	6.55931	6.30685	6.28526	5.24731	6.30856	4.41531
PABPC4	10.1392	9.80023	9.46354	8.39041	10.0453	8.73953	8.82229	9.92129	8.57485	9.52415	8.08765	8.2542	8.19804	7.63831	7.6045	7.8806	8.11572	7.19335	7.96307	8.87749	10.2232	10.099	8.86277	8.69831	10.0492	9.9139	10.2515	10.205	10.3274
LOC100996696	10.1392	9.80023	9.46354	8.39041	10.0453	8.73953	8.82229	9.92129	8.57485	9.52415	8.08765	8.2542	8.19804	7.63831	7.6045	7.8806	8.11572	7.19335	7.96307	8.87749	10.2232	10.099	8.86277	8.69831	10.0492	9.9139	10.2515	10.205	10.3274
GTF2F1	4.86203	6.94174	4.04739	4.67676	4.89783	5.00003	6.36324	4.73585	4.76742	5.62815	5.72377	5.07288	5.90384	3.66599	5.26595	5.64864	5.5034	5.24012	5.23304	6.39194	6.84711	6.62675	7.1494	7.27361	7.30869	7.40381	7.08312	7.16625	6.82244
MIR570HG	5.5949	5.19194	5.00586	4.30587	7.98971	3.45366	3.91968	3.77582	5.86001	3.99396	4.65739	5.11732	5.49118	5.35843	6.26905	3.54345	3.10955	3.2703	3.4997	4.75057	3.09001	3.38411	3.86784	3.85705	3.00662	3.12461	3.07287	3.11473	3.06139
PTPN11	9.23513	10.0628	8.83695	9.60772	8.69786	7.85763	8.30709	7.99095	9.89414	8.17339	8.80497	9.63428	9.13548	7.48968	8.52727	8.43782	9.26081	8.31122	8.75366	9.09832	10.4524	10.6016	10.2208	10.402	10.8215	10.6192	10.463	10.3741	10.4229
PCLO	2.45138	2.20841	2.93231	3.38114	5.2739	2.06738	3.99335	3.41627	3.41627	3.67135	3.76793	4.74475	5.06726	3.36029	6.28815	5.48289	4.65791	5.27871	5.38536	4.78834	2.46703	2.20604	3.20647	3.05723	2.89794	2.89285	2.56372	3.18528	3.02289
FAM57A	5.68401	5.1135	5.33754	7.12766	4.99582	6.20632	4.78681	5.24992	5.25524	5.09426	5.67387	5.80279	5.52298	5.6665	4.12054	6.133	6.13856	5.25899	5.16007	5.93569	7.0916	7.10186	7.32853	7.06388	7.7348	7.7348	8.06725	7.97541	8.56121
SURF4	6.39624	7.30199	5.82345	6.55687	6.5032	6.28388	6.08037	6.16087	6.32527	5.26457	5.41293	6.31032	6.47517	5.81449	5.4073	5.18322	6.00101	5.24539	5.63816	5.51578	7.6604	7.6611	7.94384	7.86596	7.82698	7.74169	7.87695	8.03653	7.69082
GK	3.76972	4.06825	4.21918	4.36867	4.06833	4.31715	4.01653	4.2149	5.24495	4.2115	5.30589	7.16994	6.31147	4.91339	5.9594	7.36276	7.25543	7.79023	6.9149	5.88244	3.66275	3.44936	6.03432	5.75015	6.51749	6.0614	4.60676	4.94879	5.27105
KCNQ1	6.9087	5.71065	5.82784	6.13029	5.2595	5.19582	5.82784	6.50162	5.77043	5.65061	6.79376	6.22078	6.8379	7.90038	6.63444	6.98076	6.93826	6.6328	7.21212	6.87307	4.94753	5.17327	3.94748	3.9035	4.67359	3.51607	4.30192	3.79346	4.2043
C14orf132	6.53009	5.51305	7.52666	6.45436	7.22986	5.88511	7.27202	5.9786	5.61543	8.30003	8.66604	9.7086	9.64635	4.66913	9.1807	10.3982	10.3198	9.65672	8.14483	7.40823	5.29255	5.21148	7.16454	6.96942	6.96686	6.95033	7.83275	8.12034	7.11239
LMNB2	6.17397	6.59435	4.94258	5.13228	6.13682	5.19582	4.49761	5.47786	5.66976	4.64438	4.98217	5.04111	4.54816	4.78899	3.77846	3.78541	5.04259	4.67291	4.69577	5.17925	6.63447	6.48307	7.36097	7.66687	7.58443	7.48622	7.71512	7.7882	7.47308
EDEM1	5.708	5.91985	6.05883	5.6888	5.02431	6.29177	5.2875	5.35357	6.92561	4.64134	6.09192	7.24426	6.64008	4.58431	5.56147	5.75518	6.54242	6.02955	5.96493	6.72039	7.96204	7.86426	8.30509	8.11162	7.67024	7.66924	7.48756	7.55318	7.61947
POGZ	8.69234	8.30642	9.87433	9.28582	9.31113	8.17149	9.10966	9.56949	9.26556	9.44617	9.4751	8.81221	9.12109	7.78277	9.85783	9.29048	8.76605	9.64334	9.87891	9.50904	6.75608	6.67706	7.50354	7.4357	7.71044	7.60129	7.28381	7.53176	7.379
PRAME	7.18077	9.00223	5.23932	5.01834	6.8902	5.70147	5.00804	7.06886	5.61377	5.87857	3.46758	3.12544	3.47733	4.28212	3.58967	2.85859	3.67227	3.53957	3.07551	3.16912	3.46607	3.75659	3.36128	3.04903	3.33887	3.39462	3.64383	3.6338	3.60116
NOLC1	7.61119	7.39697	6.66064	6.12942	6.53505	5.00949	5.87925	6.75756	6.10252	6.88659	6.49314	5.37936	5.35602	7.253	4.91556	4.31895	5.80841	4.89199	5.59361	5.76664	7.63389	7.65436	6.88027	6.70278	8.98353	9.04784	8.68493	8.60798	8.88894
RPL24	10.0995	10.5557	10.2288	9.63402	10.1426	8.83675	10.0517	10.4929	9.92622	10.8035	10.3371	9.73308	9.98546	9.17181	10.4753	9.82846	10.3241	10.0937	10.2168	10.6326	12.5161	12.5243	11.8961	11.894	12.1042	12.0897	12.201	12.1606	12.1463
FASN	6.12084	6.29464	4.5435	4.92469	4.76575	4.20446	4.78529	4.93854	4.12937	3.91557	4.15281	3.94511	3.83718	5.16483	4.1058	4.13824	3.91552	3.88323	4.2794	4.65106	5.58212	5.9823	5.34348	4.84529	6.67513	6.84179	6.28529	6.60003	6.29439
EIF2B3	5.95132	6.26059	5.65046	5.81208	6.30191	5.75782	5.6286	4.99569	6.59906	4.95046	5.19276	5.69823	5.26224	6.0795	5.32081	5.02425	4.48429	4.67441	4.68545	5.88121	7.106	7.11644	7.14156	6.83298	7.82968	7.95184	8.11433	8.0557	8.00761
EFHD1	6.9336	3.70466	4.13993	4.68105	4.44999	6.08089	6.96492	3.99818	7.02098	5.38722	5.76328	5.7024	5.28137	5.63092	5.72584	5.64583	5.80311	5.2132	5.24122	6.36763	3.60934	3.92813	3.60974	3.42392	3.88221	3.23896	4.6716	3.58457	3.04086
BAZ1A	6.85334	8.09761	6.90376	6.54808	7.52803	5.97288	6.40649	6.2676	5.69425	6.31519	7.73586	6.30714	6.77267	8.09722	7.25054	7.42579	6.63373	7.71576	7.36191	7.50219	8.56871	8.76647	8.46179	8.5525	9.37492	9.05773	8.72475	8.47688	8.71523
RNF114	6.15951	6.71717	5.03948	5.93922	5.64898	5.53842	6.93496	5.8041	6.98185	5.96412	5.22009	5.09499	5.41755	4.88353	4.92607	5.02593	4.32274	4.90213	5.11494	5.19375	6.97258	7.02106	6.95763	6.88626	7.0299	7.14629	7.13376	6.99593	6.27716
SRR	2.25099	4.11779	3.08366	3.17666	3.05327	3.93596	2.7813	3.38167	3.07911	2.69457	3.1189	3.39657	3.5039	2.48609	2.37	2.90756	2.86946	3.80109	3.05478	3.10968	5.02921	4.7871	6.6411	6.6053	5.25628	5.41797	4.99979	4.89596	5.45008
NIP7	4.6282	7.07758	5.3106	4.68158	5.6326	4.72183	4.60558	4.61627	5.99507	5.56856	6.1449	6.09052	5.41415	4.56142	5.06741	5.33831	6.07074	5.86797	5.6049	6.52224	7.38928	7.0913	7.15271	7.4785	8.31451	8.05472	8.52449	8.26481	8.1877
DSE	7.1708	5.82143	6.91539	6.69652	4.79222	7.12295	5.39601	7.32488	8.09544	3.91061	7.73633	7.53593	8.28032	5.27592	7.29088	7.42451	6.801	7.492	7.428	7.2808	9.3059	9.31891	8.84949	9.04204	9.35559	9.2254	8.63172	9.01517	8.75689
ERCC8	2.57627	3.32934	2.20604	3.31857	3.00627	2.8615	2.62514	3.04266	2.73905	3.05121	2.80031	2.97424	2.24041	2.95781	2.89807	2.75577	2.50188	2.50606	3.53261	2.54871	4.58455	4.44511	5.08995	4.85899	5.88004	6.18679	4.58049	4.67875	4.58881
SNAP25	5.33989	3.01315	4.25252	5.23669	2.83881	3.04422	8.08384	7.04719	5.49057	3.9298	3.9023	3.62373	4.75645	3.42058	3.38847	3.39305	4.51733	3.12906	6.09427	4.82173	3.4925	3.52378	5.30306	5.3348	5.49214	5.33379	4.2644	4.31536	3.90936
CRIM1	5.3964	5.71544	6.62515	7.57512	5.44601	6.41454	5.78655	7.14181	7.50191	6.08404	8.25568	8.46027	8.48772	5.9705	7.4407	8.43702	8.16893	8.34063	7.92279	7.51885	8.5191	8.36065	8.12678	8.28999	7.28295	7.12929	6.69373	6.45987	6.29389
SKP2	2.55403	4.12328	2.56332	2.70685	1.95651	2.71456	2.89809	3.20058	4.39511	2.74801	2.9346	2.29712	2.3766	2.81861	2.19882	2.31262	1.83683	1.89675	2.66664	3.00373	5.02944	4.98628	4.3093	3.84133	6.0662	5.99179	6.61435	6.38952	6.54248
SSSCA1	4.38853	5.89413	4.38131	5.29095	5.90503	3.85744	5.67758	3.48551	4.06717	4.2335	3.73605	4.15445	4.49366	3.91323	4.78189	4.7345	4.67125	4.24236	3.15542	4.25267	6.08407	5.9345	6.36925	6.07436	6.45581	6.58409	6.62811	6.6517	7.15493
MICAL2	5.27757	5.3444	3.99597	5.02654	4.05808	5.12191	4.1303	4.0739	7.04544	4.54466	4.3486	5.26275	4.79511	3.68497	3.7287	4.19589	4.39678	4.39352	4.5964	4.53657	6.04803	6.18114	9.08821	9.1831	6.90081	6.89811	6.70178	6.1893	6.52698
DST	3.78666	4.02944	3.26815	4.00596	3.51935	3.47789	4.07626	3.6529	4.08238	3.83533	3.46203	4.32116	3.22803	3.82866	3.29198	4.48181	3.6957	3.30806	2.7631	3.80338	5.39835	5.34103	5.79261	5.71794	5.69856	5.726	5.3574	5.77593	5.60013
CHST2	5.80102	5.24231	5.70642	5.80102	5.20046	5.95134	5.73654	5.13144	7.04239	5.20455	4.70255	5.21886	5.81261	4.37953	5.19554	5.17449	4.98736	5.44217	5.69754	6.12343	5.89489	5.80102	8.37346	8.35773	8.04576	7.77806	8.93385	8.59134	7.99696
ZNRF1	5.64435	6.27451	4.80277	5.61716	4.7318	4.10484	5.19778	5.28345	5.12215	5.06652	4.43747	5.60955	5.48591	5.58002	4.67282	5.3741	4.80471	5.65045	5.34397	5.51578	6.97487	7.10881	7.49795	7.38552	6.94952	6.95964	7.24117	7.40652	7.26599
HSPA1A	9.29614	10.2326	9.63059	9.79218	7.48557	6.81645	9.1889	9.11928	8.98293	9.63223	7.46052	9.73488	9.91934	6.85434	8.42537	9.16925	9.42657	9.60155	9.42451	8.41456	8.02537	8.12059	7.58924	7.53796	6.58512	6.70516	8.79386	9.28754	7.72625
HSPA1B	9.29614	10.2326	9.63059	9.79218	7.48557	6.81645	9.1889	9.11928	8.98293	9.63223	7.46052	9.73488	9.91934	6.85434	8.42537	9.16925	9.42657	9.60155	9.42451	8.41456	8.02537	8.12059	7.58924	7.53796	6.58512	6.70516	8.79386	9.28754	7.72625
GNE	5.13299	5.3946	3.91461	5.03252	5.12296	4.68372	4.68605	6.09843	6.58739	4.3575	6.744	6.70798	6.98787	4.66917	6.93426	6.0007	6.68541	6.49515	7.26113	7.21617	6.45495	6.17511	7.30419	7.32799	7.18183	6.82704	6.97026	6.90589	8.29607
PRKCQ	6.39578	3.34509	5.69934	3.24026	3.53174	5.00075	3.8636	4.30441	4.63181	6.581	5.45232	5.38157	5.0919	4.76883	6.14374	5.25583	5.80311	5.91529	6.26883	6.06189	4.15668	4.28513	3.86236	3.85931	3.90146	3.78477	3.59334	3.41645	3.868
TMEM11	6.45143	6.16695	6.15267	6.50459	6.66434	5.69957	5.77684	6.10979	6.03541	5.92062	6.0227	6.48714	6.48714	5.05411	5.83828	6.29046	6.36649	6.25578	6.64544	6.24089	8.31041	8.23518	7.94646	7.7858	8.05176	8.25173	8.24582	8.12425	8.5479
ALAS1	6.72476	8.59138	6.74556	7.01681	6.47537	6.35443	6.04806	6.07285	8.07021	6.39505	5.22297	6.98747	7.3975	5.07703	5.41954	6.37296	6.92842	6.17867	5.61169	6.92105	8.19097	8.21438	8.37042	8.32228	8.75944	8.62484	7.92918	7.89838	8.28689
RAD51-AS1	6.38323	5.76638	7.01923	4.91156	5.68246	5.89769	6.4026	7.18505	5.17499	6.48571	6.99954	5.79537	6.13139	6.29861	6.94707	6.67383	6.39793	7.10473	7.16972	7.02082	4.30655	4.27714	4.53651	4.61992	4.83733	4.39957	4.3027	4.42545	4.91448
RPL18	9.22342	9.70821	9.6568	8.95505	9.6376	8.64647	9.06927	9.3273	8.7459	9.22415	9.01318	9.05523	9.17155	8.55643	9.13135	8.51647	9.45703	8.77599	8.87765	10.0647	11.8227	11.758	10.7935	10.9777	11.0247	11.0998	11.1339	11.2001	10.8496
PPP2R3C	3.73325	5.09011	4.87077	5.32155	3.53235	5.41422	4.74898	2.76793	6.39188	2.76058	3.44846	5.63722	5.49119	3.89338	4.86029	5.5827	6.14672	4.55563	4.40636	5.49053	6.18437	6.19456	8.12756	8.12755	8.26236	8.08859	7.61939	7.44747	7.6087
APOOL	3.45894	3.83485	4.09507	4.80548	3.7535	3.72751	3.98206	4.51252	5.89169	3.41205	4.4613	5.0411	4.90469	3.70304	4.75449	4.05285	3.14838	4.23968	4.38374	4.61603	6.72847	6.89993	6.2315	6.33542	6.77118	6.67813	5.52473	5.33754	5.81828
TRIM29	7.52972	6.05871	6.38726	7.23044	5.21623	7.23561	6.74619	4.80158	4.92242	5.55377	5.40577	4.933	6.36725	5.96471	5.2127	6.55269	5.82544	5.46824	4.55139	5.07875	9.31092	9.39107	3.80719	4.33462	3.90521	3.94377	4.37472	3.87383	3.86825
AADAC	3.84178	3.71424	3.68198	4.68925	9.93513	4.58297	2.6868	3.12822	3.55583	3.34065	3.68198	3.6101	3.41411	3.56479	5.12199	2.51702	3.82106	2.46931	3.62873	3.0385	5.34572	5.3588	6.7181	6.70095	7.56471	7.83586	4.95891	5.24992	2.27744
MED7	4.68705	5.74937	5.54161	4.89283	4.34535	4.48165	5.2014	5.07073	5.54088	5.24351	4.34758	5.23494	4.83035	5.21872	5.01714	4.4992	4.7484	5.34896	4.39715	4.98996	7.60619	7.15495	7.42763	7.29928	7.25804	6.98961	6.66598	6.73924	6.60294
SEC14L1	5.63526	3.74047	4.12625	6.80649	5.23324	4.66142	3.86104	4.19508	4.84959	4.00381	5.93265	5.63506	5.94835	4.36516	6.02527	6.65304	5.47888	5.79976	4.5263	6.64851	6.11254	5.93265	6.86712	6.88174	6.62414	6.49689	6.25265	6.80238	6.38725
NR2F1	6.89068	5.25384	4.72082	8.12951	4.79325	5.42499	6.64519	7.20951	7.33854	7.65467	8.45716	8.83417	8.96402	3.85916	8.73896	9.00458	7.85688	9.27376	9.29086	8.48027	7.14362	7.08595	6.19563	5.93168	7.6963	7.3619	7.72451	9.27984	8.21735
FNDC3B	4.20098	3.18355	3.75314	3.01962	3.86853	3.32633	3.25742	2.73373	5.16078	2.97049	2.77623	3.94728	4.09783	2.5219	2.23389	3.63522	2.57777	2.85357	2.73421	2.70962	5.57993	5.40233	5.74903	6.41899	5.65435	5.06547	4.68824	3.98471	4.19412
FBXO28	5.27254	6.62068	7.47774	5.95571	5.62343	6.771	6.40609	6.09196	8.39264	6.19827	5.93528	7.53602	7.67325	4.25213	6.94132	7.09239	7.69292	6.53989	6.85344	6.95828	8.24074	8.39973	8.22395	8.13022	8.59081	8.35849	8.55782	8.27412	8.49704
ZNF277	2.71284	3.66378	2.41369	2.08297	2.41422	1.92057	1.79278	2.71188	2.30393	2.90773	2.51077	2.63213	2.46377	1.81971	2.07667	2.15875	2.53018	2.22471	2.30432	2.36936	5.59016	5.77573	5.51873	5.33123	5.96761	5.71803	4.13793	4.04785	4.26707
PDE4DIP	2.9468	2.78523	2.83539	3.21212	2.6807	2.85108	2.48632	3.16046	3.5003	2.58852	2.05946	2.91298	2.78978	1.94547	2.37149	2.11549	2.18395	2.77266	1.90024	1.81831	4.35214	4.62324	6.32982	5.89131	4.82242	4.60647	4.4864	4.32024	3.83369
LOC100996724	2.9468	2.78523	2.83539	3.21212	2.6807	2.85108	2.48632	3.16046	3.5003	2.58852	2.05946	2.91298	2.78978	1.94547	2.37149	2.11549	2.18395	2.77266	1.90024	1.81831	4.35214	4.62324	6.32982	5.89131	4.82242	4.60647	4.4864	4.32024	3.83369
MIR31HG	3.41267	3.7226	4.5642	4.41765	4.2908	5.42082	5.01464	3.52804	3.96021	4.34128	4.28393	4.21602	4.64034	4.79539	5.13014	4.35516	4.19248	4.48633	4.55139	3.8195	8.07367	8.05128	8.36819	8.36819	6.53267	6.74289	6.11632	6.29839	5.9428
MDH1	8.87247	9.64337	8.65771	9.07622	8.32285	8.07486	8.71331	8.57486	9.52627	8.08832	8.2509	9.05763	9.39024	5.82081	8.6637	8.85315	9.28477	8.46862	7.90293	8.47124	10.3565	10.3032	10.4118	10.343	10.7552	10.8346	10.3612	10.355	9.9443
ARPC1B	7.61703	9.16107	7.90488	8.04961	7.76825	7.15084	6.73982	6.85291	6.53712	6.79227	7.15366	6.87	7.49238	6.74045	5.85153	7.2024	6.60939	7.20172	7.04628	7.75547	9.38208	8.99004	9.43598	9.24537	8.70186	8.93346	8.6912	8.26764	8.72592
PRSS21	6.18635	6.9218	3.2975	3.35287	4.87809	5.63813	4.90023	4.86481	4.31416	4.87224	3.80487	3.60756	3.94414	4.32493	4.34168	3.56512	3.49396	3.80457	3.21217	4.33633	3.32233	3.34022	3.23973	3.21028	6.0212	5.98296	5.9233	5.32547	5.80422
NAP1L3	2.87682	2.43953	2.62357	3.28444	2.86887	3.02341	2.52611	3.1618	4.04923	3.82366	3.07712	4.58049	4.01581	2.22333	4.13831	3.55261	3.57117	5.64232	5.00259	4.95521	1.86319	1.5546	1.82655	1.49311	1.99305	1.92833	2.08956	1.8947	1.79793
SYT1	5.04262	3.21217	2.67095	4.1039	3.17718	3.15928	3.54654	4.03101	3.31199	2.91522	3.66359	2.94353	3.02878	3.70789	3.2243	2.86404	3.34055	3.32606	3.37821	3.67309	4.31511	4.51146	7.95537	7.82785	8.31002	8.22897	7.41915	8.28379	8.6873
TPT1	11.518	12.5119	11.1916	10.3611	8.32863	9.07658	10.7306	10.5466	10.7336	10.3578	11.2574	11.5012	11.723	10.2054	11.0072	11.0704	11.4423	10.9466	11.2991	11.4708	13.1445	13.0884	12.9412	13.0314	12.9832	12.8895	12.564	12.6401	12.3306
FAM118B	6.18134	6.72034	4.01791	5.15025	4.77327	5.36163	4.4155	4.32152	6.48622	3.77507	3.81549	5.70455	6.13745	4.84542	4.8443	5.40168	2.82369	5.84703	4.30457	5.31036	6.19736	6.19717	6.97408	6.84595	7.36164	7.23048	6.68238	6.60269	7.10341
MSRB2	8.82135	6.45216	8.13875	7.83976	8.92626	6.20083	7.45356	8.05525	6.7331	7.60196	7.35866	8.15912	7.78889	9.58498	8.63686	7.75888	7.75428	7.94942	8.16437	7.4208	5.60325	5.99696	7.02628	6.89285	5.18111	5.50003	5.16707	4.97137	6.22632
DDX6	3.35195	4.1601	4.51962	3.97331	5.74873	4.76707	4.36692	4.2955	5.99959	5.08549	5.02415	5.77837	5.57783	6.18514	4.31627	5.11292	6.05177	4.93138	5.70772	4.95521	6.77363	6.77281	6.74999	6.70915	6.78253	6.67038	6.87181	6.59597	6.03353
API5	3.33626	3.40212	2.51614	3.09184	2.95717	3.34732	3.40399	3.1618	3.14862	3.02705	3.40021	2.65625	2.8905	2.69183	3.21391	2.51702	2.99088	2.51372	2.71124	2.7548	4.35103	4.71932	4.79672	5.08261	5.72075	5.48013	4.80857	4.90221	5.33754
ADD2	4.61748	3.32084	6.73277	5.10418	3.49064	6.25562	5.30331	4.73744	5.30212	5.45546	6.1547	3.02309	3.89885	4.10499	3.5642	4.87013	5.31913	5.69656	6.30236	6.29146	3.46018	3.75496	3.13465	3.4674	3.98029	4.74511	3.48277	3.48277	3.65997
